State,County,LILATracts_halfAnd10,LILATracts_1And10,LILATracts_1And20,LILATracts_Vehicle,NumTracts,LILATracts_halfAnd10_ratio,LILATracts_1And10_ratio,LILATracts_1And20_ratio,LILATracts_Vehicle_ratio,LILATracts_halfAnd10_flag,LILATracts_1And10_flag,LILATracts_1And20_flag,LILATracts_Vehicle_flag
Indiana,Sullivan County,2,2,1,2,5,0.4,0.4,0.2,0.4,0,0,0,0
Indiana,Switzerland County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Indiana,Tippecanoe County,21,12,12,11,37,0.57,0.32,0.32,0.3,1,0,0,0
Indiana,Tipton County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Indiana,Union County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Indiana,Vanderburgh County,27,9,9,15,49,0.55,0.18,0.18,0.31,1,0,0,0
Indiana,Vermillion County,1,0,0,0,5,0.2,0.0,0.0,0.0,0,0,0,0
Indiana,Vigo County,15,13,13,9,28,0.54,0.46,0.46,0.32,1,0,0,0
Indiana,Wabash County,2,1,1,1,8,0.25,0.12,0.12,0.12,0,0,0,0
Indiana,Warren County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Indiana,Warrick County,0,0,0,0,11,0.0,0.0,0.0,0.0,0,0,0,0
Indiana,Washington County,1,0,0,1,6,0.17,0.0,0.0,0.17,0,0,0,0
Indiana,Wayne County,7,7,7,4,17,0.41,0.41,0.41,0.24,0,0,0,0
Indiana,Wells County,1,1,1,1,7,0.14,0.14,0.14,0.14,0,0,0,0
Indiana,White County,0,0,0,0,8,0.0,0.0,0.0,0.0,0,0,0,0
Indiana,Whitley County,0,0,0,0,7,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Adair County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Adams County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Allamakee County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Appanoose County,2,1,0,0,5,0.4,0.2,0.0,0.0,0,0,0,0
Iowa,Audubon County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Benton County,0,0,0,0,7,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Black Hawk County,16,10,10,3,38,0.42,0.26,0.26,0.08,0,0,0,0
Iowa,Boone County,0,0,0,0,7,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Bremer County,1,0,0,0,8,0.12,0.0,0.0,0.0,0,0,0,0
Iowa,Buchanan County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Buena Vista County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Butler County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Calhoun County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Carroll County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Cass County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Cedar County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Cerro Gordo County,3,2,2,0,11,0.27,0.18,0.18,0.0,0,0,0,0
Iowa,Cherokee County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Chickasaw County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Clarke County,1,0,0,0,3,0.33,0.0,0.0,0.0,0,0,0,0
Iowa,Clay County,1,0,0,1,4,0.25,0.0,0.0,0.25,0,0,0,0
Iowa,Clayton County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Clinton County,4,2,2,3,12,0.33,0.17,0.17,0.25,0,0,0,0
Iowa,Crawford County,1,1,0,0,5,0.2,0.2,0.0,0.0,0,0,0,0
Iowa,Dallas County,2,1,1,1,15,0.13,0.07,0.07,0.07,0,0,0,0
Iowa,Davis County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Decatur County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Iowa,Delaware County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Des Moines County,4,1,1,2,11,0.36,0.09,0.09,0.18,0,0,0,0
Iowa,Dickinson County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Dubuque County,7,4,4,1,26,0.27,0.15,0.15,0.04,0,0,0,0
Iowa,Emmet County,2,1,0,0,4,0.5,0.25,0.0,0.0,1,0,0,0
Iowa,Fayette County,2,0,0,1,7,0.29,0.0,0.0,0.14,0,0,0,0
Iowa,Floyd County,2,1,1,0,5,0.4,0.2,0.2,0.0,0,0,0,0
Iowa,Franklin County,1,0,0,0,3,0.33,0.0,0.0,0.0,0,0,0,0
Iowa,Fremont County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Greene County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Grundy County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Guthrie County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Hamilton County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Hancock County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Hardin County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Harrison County,1,1,1,1,5,0.2,0.2,0.2,0.2,0,0,0,0
Iowa,Henry County,1,1,1,0,5,0.2,0.2,0.2,0.0,0,0,0,0
Iowa,Howard County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Humboldt County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Ida County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Iowa County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Jackson County,2,1,1,2,6,0.33,0.17,0.17,0.33,0,0,0,0
Iowa,Jasper County,3,1,1,0,9,0.33,0.11,0.11,0.0,0,0,0,0
Iowa,Jefferson County,1,0,0,1,4,0.25,0.0,0.0,0.25,0,0,0,0
Iowa,Johnson County,7,3,3,4,24,0.29,0.12,0.12,0.17,0,0,0,0
Iowa,Jones County,1,1,0,0,5,0.2,0.2,0.0,0.0,0,0,0,0
Iowa,Keokuk County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Kossuth County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Lee County,4,4,4,2,11,0.36,0.36,0.36,0.18,0,0,0,0
Iowa,Linn County,15,4,4,4,45,0.33,0.09,0.09,0.09,0,0,0,0
Iowa,Louisa County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Lucas County,2,1,1,1,4,0.5,0.25,0.25,0.25,1,0,0,0
Iowa,Lyon County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Madison County,1,1,0,0,3,0.33,0.33,0.0,0.0,0,0,0,0
Iowa,Mahaska County,3,1,1,1,7,0.43,0.14,0.14,0.14,0,0,0,0
Iowa,Marion County,1,0,0,0,8,0.12,0.0,0.0,0.0,0,0,0,0
Iowa,Marshall County,3,3,3,2,10,0.3,0.3,0.3,0.2,0,0,0,0
Iowa,Mills County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Mitchell County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Monona County,1,0,0,0,4,0.25,0.0,0.0,0.0,0,0,0,0
Iowa,Monroe County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Montgomery County,1,0,0,0,4,0.25,0.0,0.0,0.0,0,0,0,0
Iowa,Muscatine County,4,2,2,0,10,0.4,0.2,0.2,0.0,0,0,0,0
Iowa,O'Brien County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Osceola County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Page County,2,2,1,0,6,0.33,0.33,0.17,0.0,0,0,0,0
Iowa,Palo Alto County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Plymouth County,1,0,0,0,6,0.17,0.0,0.0,0.0,0,0,0,0
Iowa,Pocahontas County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Polk County,35,9,9,9,97,0.36,0.09,0.09,0.09,0,0,0,0
Iowa,Pottawattamie County,12,5,5,2,30,0.4,0.17,0.17,0.07,0,0,0,0
Iowa,Poweshiek County,1,0,0,0,5,0.2,0.0,0.0,0.0,0,0,0,0
Iowa,Ringgold County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Sac County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Scott County,15,2,2,4,47,0.32,0.04,0.04,0.09,0,0,0,0
Iowa,Shelby County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Sioux County,0,0,0,0,7,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Story County,7,4,4,3,20,0.35,0.2,0.2,0.15,0,0,0,0
Iowa,Tama County,1,1,1,0,6,0.17,0.17,0.17,0.0,0,0,0,0
Iowa,Taylor County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Union County,1,0,0,0,4,0.25,0.0,0.0,0.0,0,0,0,0
Iowa,Van Buren County,1,1,0,1,2,0.5,0.5,0.0,0.5,1,1,0,1
Iowa,Wapello County,6,5,5,5,11,0.55,0.45,0.45,0.45,1,0,0,0
Iowa,Warren County,0,0,0,0,12,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Washington County,2,1,1,0,5,0.4,0.2,0.2,0.0,0,0,0,0
Iowa,Wayne County,1,1,0,1,3,0.33,0.33,0.0,0.33,0,0,0,0
Iowa,Webster County,3,2,2,1,12,0.25,0.17,0.17,0.08,0,0,0,0
Iowa,Winnebago County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Winneshiek County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Woodbury County,7,3,3,3,25,0.28,0.12,0.12,0.12,0,0,0,0
Iowa,Worth County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Iowa,Wright County,2,1,1,1,5,0.4,0.2,0.2,0.2,0,0,0,0
Kansas,Allen County,1,0,0,0,5,0.2,0.0,0.0,0.0,0,0,0,0
Kansas,Anderson County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Atchison County,2,1,1,1,4,0.5,0.25,0.25,0.25,1,0,0,0
Kansas,Barber County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Barton County,3,1,1,1,8,0.38,0.12,0.12,0.12,0,0,0,0
Kansas,Bourbon County,3,2,1,0,5,0.6,0.4,0.2,0.0,1,0,0,0
Kansas,Brown County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Kansas,Butler County,3,1,1,0,13,0.23,0.08,0.08,0.0,0,0,0,0
Kansas,Chase County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Chautauqua County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Kansas,Cherokee County,3,3,3,2,6,0.5,0.5,0.5,0.33,1,1,1,0
Kansas,Cheyenne County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Clark County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Clay County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Cloud County,2,1,1,0,4,0.5,0.25,0.25,0.0,1,0,0,0
Kansas,Coffey County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Comanche County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Cowley County,6,3,3,1,11,0.55,0.27,0.27,0.09,1,0,0,0
Kansas,Crawford County,4,3,3,2,11,0.36,0.27,0.27,0.18,0,0,0,0
Kansas,Decatur County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Kansas,Dickinson County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Doniphan County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Douglas County,12,5,5,3,22,0.55,0.23,0.23,0.14,1,0,0,0
Kansas,Edwards County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Elk County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Kansas,Ellis County,1,1,1,1,6,0.17,0.17,0.17,0.17,0,0,0,0
Kansas,Ellsworth County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Finney County,3,2,2,0,12,0.25,0.17,0.17,0.0,0,0,0,0
Kansas,Ford County,3,2,2,1,7,0.43,0.29,0.29,0.14,0,0,0,0
Kansas,Franklin County,1,1,1,1,5,0.2,0.2,0.2,0.2,0,0,0,0
Kansas,Geary County,5,5,5,2,8,0.62,0.62,0.62,0.25,1,1,1,0
Kansas,Gove County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Kansas,Graham County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Kansas,Grant County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Gray County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Greeley County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Greenwood County,1,0,0,0,3,0.33,0.0,0.0,0.0,0,0,0,0
Kansas,Hamilton County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Harper County,1,1,0,0,3,0.33,0.33,0.0,0.0,0,0,0,0
Kansas,Harvey County,1,0,0,0,6,0.17,0.0,0.0,0.0,0,0,0,0
Kansas,Haskell County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Hodgeman County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Jackson County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Kansas,Jefferson County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Jewell County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Kansas,Johnson County,13,1,1,2,130,0.1,0.01,0.01,0.02,0,0,0,0
Kansas,Kearny County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Kingman County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Kiowa County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Labette County,2,1,1,0,8,0.25,0.12,0.12,0.0,0,0,0,0
Kansas,Lane County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Leavenworth County,4,3,3,3,16,0.25,0.19,0.19,0.19,0,0,0,0
Kansas,Lincoln County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Linn County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Kansas,Logan County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Lyon County,4,2,2,1,8,0.5,0.25,0.25,0.12,1,0,0,0
Kansas,Marion County,1,1,0,0,4,0.25,0.25,0.0,0.0,0,0,0,0
Kansas,Marshall County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,McPherson County,0,0,0,0,7,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Meade County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Miami County,1,1,1,1,8,0.12,0.12,0.12,0.12,0,0,0,0
Kansas,Mitchell County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Montgomery County,6,3,2,1,13,0.46,0.23,0.15,0.08,0,0,0,0
Kansas,Morris County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Morton County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Kansas,Nemaha County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Neosho County,3,1,1,2,5,0.6,0.2,0.2,0.4,1,0,0,0
Kansas,Ness County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Kansas,Norton County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Osage County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Osborne County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Ottawa County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Pawnee County,1,1,1,0,2,0.5,0.5,0.5,0.0,1,1,1,0
Kansas,Phillips County,1,1,0,0,3,0.33,0.33,0.0,0.0,0,0,0,0
Kansas,Pottawatomie County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Pratt County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Kansas,Rawlins County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Reno County,5,1,0,1,17,0.29,0.06,0.0,0.06,0,0,0,0
Kansas,Republic County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Rice County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Kansas,Riley County,7,5,5,5,13,0.54,0.38,0.38,0.38,1,0,0,0
Kansas,Rooks County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Rush County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Russell County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Saline County,5,2,2,2,12,0.42,0.17,0.17,0.17,0,0,0,0
Kansas,Scott County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Sedgwick County,54,28,28,27,124,0.44,0.23,0.23,0.22,0,0,0,0
Kansas,Seward County,4,2,1,0,5,0.8,0.4,0.2,0.0,1,0,0,0
Kansas,Shawnee County,16,11,11,8,43,0.37,0.26,0.26,0.19,0,0,0,0
Kansas,Sheridan County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Sherman County,2,2,1,0,2,1.0,1.0,0.5,0.0,1,1,1,0
Kansas,Smith County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Stafford County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Stanton County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Stevens County,1,1,1,0,2,0.5,0.5,0.5,0.0,1,1,1,0
Kansas,Sumner County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Thomas County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Trego County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Wabaunsee County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Wallace County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Washington County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Kansas,Wichita County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Wilson County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Kansas,Woodson County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Kansas,Wyandotte County,44,25,25,12,67,0.66,0.37,0.37,0.18,1,0,0,0
Kentucky,Adair County,1,1,0,1,7,0.14,0.14,0.0,0.14,0,0,0,0
Kentucky,Allen County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Anderson County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Ballard County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Kentucky,Barren County,4,3,2,2,10,0.4,0.3,0.2,0.2,0,0,0,0
Kentucky,Bath County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Kentucky,Bell County,3,3,2,4,9,0.33,0.33,0.22,0.44,0,0,0,0
Kentucky,Boone County,4,3,3,2,21,0.19,0.14,0.14,0.1,0,0,0,0
Kentucky,Bourbon County,2,2,2,2,6,0.33,0.33,0.33,0.33,0,0,0,0
Kentucky,Boyd County,6,5,5,4,13,0.46,0.38,0.38,0.31,0,0,0,0
Kentucky,Boyle County,2,1,1,1,7,0.29,0.14,0.14,0.14,0,0,0,0
Kentucky,Bracken County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Breathitt County,1,1,1,3,7,0.14,0.14,0.14,0.43,0,0,0,0
Kentucky,Breckinridge County,0,0,0,1,6,0.0,0.0,0.0,0.17,0,0,0,0
Kentucky,Bullitt County,1,1,1,0,17,0.06,0.06,0.06,0.0,0,0,0,0
Kentucky,Butler County,1,1,0,1,5,0.2,0.2,0.0,0.2,0,0,0,0
Kentucky,Caldwell County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Calloway County,2,1,1,1,9,0.22,0.11,0.11,0.11,0,0,0,0
Kentucky,Campbell County,4,1,1,3,25,0.16,0.04,0.04,0.12,0,0,0,0
Kentucky,Carlisle County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Carroll County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Kentucky,Carter County,1,1,1,1,7,0.14,0.14,0.14,0.14,0,0,0,0
Kentucky,Casey County,2,2,0,1,5,0.4,0.4,0.0,0.2,0,0,0,0
Kentucky,Christian County,8,6,6,5,18,0.44,0.33,0.33,0.28,0,0,0,0
Kentucky,Clark County,2,1,1,1,10,0.2,0.1,0.1,0.1,0,0,0,0
Kentucky,Clay County,4,4,1,4,6,0.67,0.67,0.17,0.67,1,1,0,1
Kentucky,Clinton County,0,0,0,2,3,0.0,0.0,0.0,0.67,0,0,0,1
Kentucky,Crittenden County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Cumberland County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Kentucky,Daviess County,8,1,1,3,23,0.35,0.04,0.04,0.13,0,0,0,0
Kentucky,Edmonson County,0,0,0,1,4,0.0,0.0,0.0,0.25,0,0,0,0
Kentucky,Elliott County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Estill County,0,0,0,2,4,0.0,0.0,0.0,0.5,0,0,0,1
Kentucky,Fayette County,31,12,12,14,82,0.38,0.15,0.15,0.17,0,0,0,0
Kentucky,Fleming County,1,1,0,1,4,0.25,0.25,0.0,0.25,0,0,0,0
Kentucky,Floyd County,1,1,1,7,10,0.1,0.1,0.1,0.7,0,0,0,1
Kentucky,Franklin County,2,2,2,2,11,0.18,0.18,0.18,0.18,0,0,0,0
Kentucky,Fulton County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Kentucky,Gallatin County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Garrard County,0,0,0,2,4,0.0,0.0,0.0,0.5,0,0,0,1
Kentucky,Grant County,1,1,0,2,4,0.25,0.25,0.0,0.5,0,0,0,1
Kentucky,Graves County,2,2,2,1,9,0.22,0.22,0.22,0.11,0,0,0,0
Kentucky,Grayson County,2,2,0,1,7,0.29,0.29,0.0,0.14,0,0,0,0
Kentucky,Green County,0,0,0,1,4,0.0,0.0,0.0,0.25,0,0,0,0
Kentucky,Greenup County,1,1,1,0,9,0.11,0.11,0.11,0.0,0,0,0,0
Kentucky,Hancock County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Hardin County,8,5,5,4,22,0.36,0.23,0.23,0.18,0,0,0,0
Kentucky,Harlan County,2,1,1,6,11,0.18,0.09,0.09,0.55,0,0,0,1
Kentucky,Harrison County,1,1,0,0,5,0.2,0.2,0.0,0.0,0,0,0,0
Kentucky,Hart County,1,1,0,4,5,0.2,0.2,0.0,0.8,0,0,0,1
Kentucky,Henderson County,3,1,1,2,11,0.27,0.09,0.09,0.18,0,0,0,0
Kentucky,Henry County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Hickman County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Hopkins County,2,1,1,2,12,0.17,0.08,0.08,0.17,0,0,0,0
Kentucky,Jackson County,1,1,0,3,3,0.33,0.33,0.0,1.0,0,0,0,1
Kentucky,Jefferson County,75,24,24,46,190,0.39,0.13,0.13,0.24,0,0,0,0
Kentucky,Jessamine County,3,1,1,0,9,0.33,0.11,0.11,0.0,0,0,0,0
Kentucky,Johnson County,1,1,0,4,6,0.17,0.17,0.0,0.67,0,0,0,1
Kentucky,Kenton County,10,4,4,6,41,0.24,0.1,0.1,0.15,0,0,0,0
Kentucky,Knott County,0,0,0,5,5,0.0,0.0,0.0,1.0,0,0,0,1
Kentucky,Knox County,3,3,2,4,8,0.38,0.38,0.25,0.5,0,0,0,1
Kentucky,Larue County,1,1,1,1,4,0.25,0.25,0.25,0.25,0,0,0,0
Kentucky,Laurel County,5,4,4,7,13,0.38,0.31,0.31,0.54,0,0,0,1
Kentucky,Lawrence County,1,1,0,1,5,0.2,0.2,0.0,0.2,0,0,0,0
Kentucky,Lee County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Kentucky,Leslie County,1,1,0,3,3,0.33,0.33,0.0,1.0,0,0,0,1
Kentucky,Letcher County,0,0,0,3,7,0.0,0.0,0.0,0.43,0,0,0,0
Kentucky,Lewis County,0,0,0,2,4,0.0,0.0,0.0,0.5,0,0,0,1
Kentucky,Lincoln County,2,2,0,2,6,0.33,0.33,0.0,0.33,0,0,0,0
Kentucky,Livingston County,1,1,0,1,2,0.5,0.5,0.0,0.5,1,1,0,1
Kentucky,Logan County,0,0,0,1,6,0.0,0.0,0.0,0.17,0,0,0,0
Kentucky,Lyon County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Madison County,9,8,8,4,19,0.47,0.42,0.42,0.21,0,0,0,0
Kentucky,Magoffin County,0,0,0,2,4,0.0,0.0,0.0,0.5,0,0,0,1
Kentucky,Marion County,1,1,1,2,6,0.17,0.17,0.17,0.33,0,0,0,0
Kentucky,Marshall County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Martin County,0,0,0,2,3,0.0,0.0,0.0,0.67,0,0,0,1
Kentucky,Mason County,1,0,0,1,5,0.2,0.0,0.0,0.2,0,0,0,0
Kentucky,McCracken County,7,6,6,5,17,0.41,0.35,0.35,0.29,0,0,0,0
Kentucky,McCreary County,0,0,0,2,4,0.0,0.0,0.0,0.5,0,0,0,1
Kentucky,McLean County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Kentucky,Meade County,1,1,1,0,8,0.12,0.12,0.12,0.0,0,0,0,0
Kentucky,Menifee County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Kentucky,Mercer County,1,1,1,2,5,0.2,0.2,0.2,0.4,0,0,0,0
Kentucky,Metcalfe County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
